album,track_number,id,artist,name,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
YOU,4,3SwshlmimrMsFhONlKjgbS,James Arthur,If We Can Get Through This We Can Get Through Anything,spotify:track:3SwshlmimrMsFhONlKjgbS,0.561,0.621,-6.597,0.0518,0.43,0,0.108,0.396,133.787,55
YOU,5,0otRX6Z89qKkHkQ9OqJpKt,James Arthur,Car's Outside,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,0.344,0.559,-7.182,0.0288,0.0391,0,0.107,0.244,150.107,55
YOU,6,2deFH5zveEBEUuURpqTN3C,James Arthur,Quite Miss Home,spotify:track:2deFH5zveEBEUuURpqTN3C,0.578,0.43,-6.396,0.0282,0.608,2.67E-06,0.117,0.156,136.824,74
YOU,7,1tFnpzdkHt4fW3gQbbADZ9,James Arthur,Treehouse (feat. Shotty Horroh),spotify:track:1tFnpzdkHt4fW3gQbbADZ9,0.691,0.733,-5.02,0.0368,0.184,0,0.341,0.797,153.976,59
YOU,8,0qkkoL0bQBBWe4JU1NWcYt,James Arthur,Sad Eyes,spotify:track:0qkkoL0bQBBWe4JU1NWcYt,0.643,0.477,-9.756,0.0444,0.668,0.000174,0.106,0.265,98.008,55
YOU,9,4rvH323iVmfkFDQYzGOa5c,James Arthur,Unconditionally (feat. Adam Lazzara),spotify:track:4rvH323iVmfkFDQYzGOa5c,0.457,0.24,-9.201,0.0454,0.716,0,0.111,0.168,68.838,54
YOU,10,6POLDHXeDMjxcgDsWHL7Vp,James Arthur,Homicide Love,spotify:track:6POLDHXeDMjxcgDsWHL7Vp,0.338,0.554,-9.199,0.0439,0.427,0,0.126,0.297,81.221,57
YOU,11,5hrbuCjGxws7txUEr8XDgb,James Arthur,Breathe,spotify:track:5hrbuCjGxws7txUEr8XDgb,0.74,0.452,-8.828,0.0654,0.67,0,0.118,0.636,115.064,66
YOU,12,3bMEc0K6zJNhTQeoyxox8j,James Arthur,Maybe,spotify:track:3bMEc0K6zJNhTQeoyxox8j,0.443,0.354,-9.005,0.0274,0.233,0,0.101,0.352,80.541,57
YOU,13,4rhv5nnyAdhjvqRB8s9xr7,James Arthur,Fall,spotify:track:4rhv5nnyAdhjvqRB8s9xr7,0.234,0.434,-8.245,0.0323,0.831,1.18E-06,0.168,0.234,82.889,56
YOU,14,395KzBy0bkb57dEvg6cfzJ,James Arthur,Falling Like The Stars,spotify:track:395KzBy0bkb57dEvg6cfzJ,0.3,0.347,-9.542,0.0364,0.79,2.14E-06,0.111,0.164,169.361,74
YOU,15,6GFfDRG1Sff3IZaD0TYro4,James Arthur,Empty Space,spotify:track:6GFfDRG1Sff3IZaD0TYro4,0.546,0.515,-5.379,0.0563,0.22,0,0.0611,0.34,164.792,69
YOU,16,2fmyrECK6bdfoGven0UMZx,James Arthur,Naked,spotify:track:2fmyrECK6bdfoGven0UMZx,0.527,0.61,-6.793,0.0405,0.084,0,0.0572,0.294,102.012,70
YOU,17,0H8peJeFlnNVmnkljyQBuz,James Arthur,From Me To You I Hate Everybody,spotify:track:0H8peJeFlnNVmnkljyQBuz,0.599,0.484,-7.25,0.0291,0.292,1.17E-06,0.136,0.189,89.99,52
Back from the Edge (Japan Deluxe Edition),19,3ZdCBj1cbossYy1O40ZmLD,James Arthur,Say You Won't Let Go - Luca Schreiner Remix,spotify:track:3ZdCBj1cbossYy1O40ZmLD,0.764,0.809,-4.256,0.111,0.125,2.02E-06,0.0678,0.586,105.002,7
Back from the Edge,18,5A8xjqmSBHX8IUzRmY4v1r,James Arthur,Let Me Love the Lonely (feat. MaRina) - Duet Version,spotify:track:5A8xjqmSBHX8IUzRmY4v1r,0.304,0.426,-7.442,0.0529,0.688,0,0.22,0.118,179.389,19
Back from the Edge,1,0NPRq1Ti6JYKOqSyiVYWZT,James Arthur,Back from the Edge,spotify:track:0NPRq1Ti6JYKOqSyiVYWZT,0.486,0.726,-4.441,0.0539,0.091,0,0.122,0.474,73.102,55
Back from the Edge,2,5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,spotify:track:5uCax9HTNlzGybIStD3vDh,0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043,84
Back from the Edge,3,1wthp2KAndNsDPZxEGVNKK,James Arthur,Prisoner,spotify:track:1wthp2KAndNsDPZxEGVNKK,0.601,0.85,-5.122,0.117,0.0288,0,0.183,0.759,135.947,48
Back from the Edge,4,0VhgEqMTNZwYL1ARDLLNCX,James Arthur,Can I Be Him,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,-6.164,0.0489,0.308,0,0.0939,0.479,107.969,78
Back from the Edge,5,31YexNcOMVSFTEDGmQusSI,James Arthur,I Am,spotify:track:31YexNcOMVSFTEDGmQusSI,0.476,0.592,-5.181,0.0644,0.394,0,0.15,0.325,81.976,56
Back from the Edge,6,55Am8neGJkdj2ADaM3aw5H,James Arthur,Train Wreck,spotify:track:55Am8neGJkdj2ADaM3aw5H,0.311,0.485,-5.726,0.0365,0.701,0,0.0726,0.225,77.355,67
Back from the Edge,7,5ooilrQAnOJbUjq7IDm8lY,James Arthur,Safe Inside,spotify:track:5ooilrQAnOJbUjq7IDm8lY,0.317,0.547,-6.549,0.0366,0.187,0,0.121,0.11,117.332,64
Back from the Edge,8,6UzmmekCrcYrumwAjztVBK,James Arthur,Sober,spotify:track:6UzmmekCrcYrumwAjztVBK,0.727,0.64,-5.452,0.224,0.105,0,0.143,0.78,88.026,51
Back from the Edge,9,0VsEY4KImxFPv0y4v7YEq4,James Arthur,Phoenix,spotify:track:0VsEY4KImxFPv0y4v7YEq4,0.507,0.586,-7.136,0.088,0.461,0,0.128,0.714,149.457,44
Back from the Edge,10,1hOHz9pmlqNVxHE1fyzbkr,James Arthur,Let Me Love the Lonely,spotify:track:1hOHz9pmlqNVxHE1fyzbkr,0.295,0.38,-7.903,0.0404,0.706,1.45E-06,0.143,0.122,178.103,54
Back from the Edge,11,0zzdXBwYgPZR88QZr86hWF,James Arthur,Sermon (feat. Shotty Horroh),spotify:track:0zzdXBwYgPZR88QZr86hWF,0.528,0.708,-5.051,0.162,0.138,0,0.134,0.627,84.744,52
Back from the Edge,12,0N5iX9O78Wsg0bzaU9qHIL,James Arthur,Remember Who I Was,spotify:track:0N5iX9O78Wsg0bzaU9qHIL,0.35,0.34,-9.124,0.0491,0.848,9.41E-06,0.112,0.182,79.559,51
Back from the Edge,13,1ZFu5Zz8XaS2q03fafwWKF,James Arthur,Finally,spotify:track:1ZFu5Zz8XaS2q03fafwWKF,0.514,0.474,-7.18,0.0349,0.667,0,0.308,0.363,120.39,49
Back from the Edge,14,1CkPfZMwCeNid9kFTyVbXw,James Arthur,The Truth,spotify:track:1CkPfZMwCeNid9kFTyVbXw,0.553,0.848,-5.152,0.0466,0.00374,1.83E-06,0.0975,0.496,121.981,49
Back from the Edge,15,69CDsup7hfmoiCjMt9lFNq,James Arthur,Skeletons,spotify:track:69CDsup7hfmoiCjMt9lFNq,0.59,0.877,-4.299,0.0694,0.0805,2.65E-05,0.341,0.527,160.027,44
Back from the Edge,16,2Ie9eahtnfKDIswYy6WgkX,James Arthur,If Only,spotify:track:2Ie9eahtnfKDIswYy6WgkX,0.588,0.698,-4.824,0.0507,0.0321,0,0.176,0.323,114.874,45
Back from the Edge,17,2gKSQqtba0acZuweAtFfRd,James Arthur,Coming Home for Summer,spotify:track:2gKSQqtba0acZuweAtFfRd,0.588,0.781,-5.615,0.0418,0.0456,0,0.0925,0.251,117.17,44
James Arthur (Deluxe),1,6rlgy1boD69A3mcV7VzPRL,James Arthur,You're Nobody 'Til Somebody Loves You,spotify:track:6rlgy1boD69A3mcV7VzPRL,0.417,0.926,-2.798,0.0924,0.0117,0,0.0773,0.596,155.741,51
James Arthur (Deluxe),2,2lMOo57ThDuatdDuNxxv9e,James Arthur,Get Down,spotify:track:2lMOo57ThDuatdDuNxxv9e,0.495,0.774,-4.971,0.0374,0.000784,0,0.322,0.348,100.909,50
James Arthur (Deluxe),3,48v15xjPv3Pm7nn659GG11,James Arthur,New Tattoo,spotify:track:48v15xjPv3Pm7nn659GG11,0.651,0.908,-4.656,0.209,0.0321,0,0.146,0.609,87.04,41
James Arthur (Deluxe),4,5yVIlYEHZxQVLyInCdldoS,James Arthur,Impossible,spotify:track:5yVIlYEHZxQVLyInCdldoS,0.376,0.696,-4.785,0.0949,0.141,0,0.11,0.303,169.515,76
James Arthur (Deluxe),5,4dIf8rYJXcnJvyuxB1dUEv,James Arthur,Lie Down,spotify:track:4dIf8rYJXcnJvyuxB1dUEv,0.598,0.952,-2.068,0.18,0.00844,0,0.0502,0.593,102.034,39
James Arthur (Deluxe),6,0gvyS5QqsQiGZ0e9fDxChn,James Arthur,Recovery,spotify:track:0gvyS5QqsQiGZ0e9fDxChn,0.385,0.632,-6.528,0.0488,0.00532,0,0.138,0.246,150.305,55
James Arthur (Deluxe),7,3exRCJnBrKSRhGXR4kcakZ,James Arthur,Roses,spotify:track:3exRCJnBrKSRhGXR4kcakZ,0.29,0.34,-8.322,0.029,0.555,0,0.0864,0.216,100.119,34
James Arthur (Deluxe),8,7BlRb7kBQxl2qxQBq6JBSB,James Arthur,Supposed,spotify:track:7BlRb7kBQxl2qxQBq6JBSB,0.378,0.81,-4.574,0.0855,0.256,0,0.131,0.108,187.941,41
James Arthur (Deluxe),9,5ASYKV7L20Xz5Cub2t4FeA,James Arthur,Suicide,spotify:track:5ASYKV7L20Xz5Cub2t4FeA,0.434,0.595,-5.312,0.0491,0.58,0,0.152,0.323,129.307,55
James Arthur (Deluxe),10,1ezEEKOlrQ3gfMV5608xxn,James Arthur,Is This Love?,spotify:track:1ezEEKOlrQ3gfMV5608xxn,0.556,0.864,-4.864,0.0388,0.0237,0,0.176,0.603,140.045,51
James Arthur (Deluxe),11,5zvJELVKAnPkscGc5aLKJI,James Arthur,Certain Things (feat. Chasing Grace),spotify:track:5zvJELVKAnPkscGc5aLKJI,0.406,0.62,-8.751,0.153,0.471,9.72E-05,0.0893,0.26,129.812,61
James Arthur (Deluxe),12,2RySKN3UwS64dv4xUpZ12f,James Arthur,Smoke Clouds,spotify:track:2RySKN3UwS64dv4xUpZ12f,0.481,0.422,-7.085,0.0425,0.621,0,0.112,0.474,88.957,41
James Arthur (Deluxe),13,1LEp1sLVR06zJkNCl5shAZ,James Arthur,Flyin',spotify:track:1LEp1sLVR06zJkNCl5shAZ,0.607,0.905,-3.768,0.302,0.512,0,0.076,0.842,93.692,38
James Arthur (Deluxe),1,2UtpQrUYcBi8H0XehwU2Iq,James Arthur,Emergency,spotify:track:2UtpQrUYcBi8H0XehwU2Iq,0.614,0.663,-6.119,0.0498,0.00552,0,0.189,0.435,86.979,39
James Arthur (Deluxe),2,3scJqnmOvZm71FIjO5WMbj,James Arthur,You're Nobody 'Til Somebody Loves You - Acoustic,spotify:track:3scJqnmOvZm71FIjO5WMbj,0.55,0.808,-5.541,0.378,0.24,0,0.076,0.897,159.88,39
James Arthur (Deluxe),3,0JswmIBSn3XZ15wEEtH5fj,James Arthur,Impossible - Acoustic,spotify:track:0JswmIBSn3XZ15wEEtH5fj,0.37,0.419,-5.314,0.0382,0.753,0,0.121,0.255,145.866,59
James Arthur (Deluxe),4,7b2boextDf0DimJSN0TcLp,James Arthur,Get Down - Acoustic,spotify:track:7b2boextDf0DimJSN0TcLp,0.405,0.485,-5.427,0.0348,0.734,0,0.102,0.566,121.057,39
James Arthur (Deluxe),5,29T77Dodhi38rzX0WPrrxE,James Arthur,Supposed - Acoustic,spotify:track:29T77Dodhi38rzX0WPrrxE,0.415,0.533,-4.519,0.0416,0.76,0,0.14,0.617,89.493,38
Younger Now,1,2fGxYYMQbVqgIdaqfz2OwA,Miley Cyrus,Younger Now,spotify:track:2fGxYYMQbVqgIdaqfz2OwA,0.548,0.873,-4.881,0.0618,0.00129,4.55E-05,0.138,0.328,121.918,59
Younger Now,2,1UZOjK1BwmwWU14Erba9CZ,Miley Cyrus,Malibu,spotify:track:1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,-6.406,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,75
Younger Now,3,6fdVBAXMxv5vAABQCpOtI5,Miley Cyrus,Rainbowland (feat. Dolly Parton),spotify:track:6fdVBAXMxv5vAABQCpOtI5,0.572,0.586,-6.665,0.0441,0.0789,0,0.0736,0.651,108.033,48
Younger Now,4,07G5C1wAil4Mp1qjbd3eTR,Miley Cyrus,Week Without You,spotify:track:07G5C1wAil4Mp1qjbd3eTR,0.456,0.633,-6.249,0.0375,0.000448,0.0361,0.58,0.521,89.896,49
Younger Now,5,4ttUYy7HMYQ0nhfllLJNPR,Miley Cyrus,Miss You So Much,spotify:track:4ttUYy7HMYQ0nhfllLJNPR,0.394,0.506,-5.135,0.0303,0.0248,7.12E-06,0.372,0.255,98.32,50
Younger Now,6,39vly7Z4VLImfggnEDEUzf,Miley Cyrus,I Would Die For You,spotify:track:39vly7Z4VLImfggnEDEUzf,0.618,0.374,-7.524,0.0298,0.18,0,0.182,0.202,95.92,52
Younger Now,7,742YV8T9ZyczCNdrTIAhaw,Miley Cyrus,Thinkin',spotify:track:742YV8T9ZyczCNdrTIAhaw,0.846,0.706,-3.48,0.031,0.0052,3.93E-05,0.329,0.873,115.041,45
Younger Now,8,6x6cpNDnIpqtaNcXIcGkUs,Miley Cyrus,Bad Mood,spotify:track:6x6cpNDnIpqtaNcXIcGkUs,0.562,0.684,-5.285,0.0349,0.144,0,0.133,0.703,153.99,49
Younger Now,9,7llPsildzxzgt6odtSaScQ,Miley Cyrus,Love Someone,spotify:track:7llPsildzxzgt6odtSaScQ,0.678,0.845,-3.636,0.0329,0.00496,1.29E-05,0.0572,0.826,99.078,45
Younger Now,10,6aP62822amG9iAvSIPffBr,Miley Cyrus,She's Not Him,spotify:track:6aP62822amG9iAvSIPffBr,0.502,0.407,-6.331,0.0279,0.0992,0,0.116,0.299,75.945,49
Younger Now,11,4OMAJ5nXjSH5PY30lalIhC,Miley Cyrus,Inspired,spotify:track:4OMAJ5nXjSH5PY30lalIhC,0.55,0.518,-6.055,0.0253,0.464,0,0.125,0.217,103.955,47
Miley Cyrus & Her Dead Petz,1,2ibR1hb5ArUlwruwdVhYMu,Miley Cyrus,Dooo It!,spotify:track:2ibR1hb5ArUlwruwdVhYMu,0.6,0.611,-6.43,0.231,0.00296,0.000112,0.38,0.467,172.103,45
Miley Cyrus & Her Dead Petz,2,4ErXnzMQsKwgzrVo7rlkA3,Miley Cyrus,Karen Don't Be Sad,spotify:track:4ErXnzMQsKwgzrVo7rlkA3,0.325,0.661,-6.214,0.0372,0.575,1.95E-05,0.128,0.221,74.538,39
Miley Cyrus & Her Dead Petz,3,6mj77VXJVfo0949oDI28Gu,Miley Cyrus,The Floyd Song (Sunrise),spotify:track:6mj77VXJVfo0949oDI28Gu,0.297,0.473,-8.016,0.0309,0.167,0.0201,0.171,0.292,186.105,36
Miley Cyrus & Her Dead Petz,4,3Xbx8phzhk7LiOneArQmGk,Miley Cyrus,Something About Space Dude,spotify:track:3Xbx8phzhk7LiOneArQmGk,0.662,0.32,-12.017,0.0284,0.718,0.17,0.115,0.512,92.979,35
Miley Cyrus & Her Dead Petz,5,66huBJ9AKGOV4H4C71crGh,Miley Cyrus,Space Bootz,spotify:track:66huBJ9AKGOV4H4C71crGh,0.521,0.649,-5.694,0.0367,0.00508,0,0.0494,0.224,81.036,45
Miley Cyrus & Her Dead Petz,6,046mU05ZfQ383gXwRK8K72,Miley Cyrus,Fucking Fucked Up,spotify:track:046mU05ZfQ383gXwRK8K72,0.87,0.678,-7.645,0.0323,0.521,0.00923,0.378,0.635,108.838,33
Miley Cyrus & Her Dead Petz,7,2Zyl5qoictRPon7YmT4Cg0,Miley Cyrus,BB Talk,spotify:track:2Zyl5qoictRPon7YmT4Cg0,0.58,0.792,-5.94,0.0492,0.0159,0,0.0684,0.347,100.061,46
Miley Cyrus & Her Dead Petz,8,63b7f3i8UhoutDYJYJ2OpR,Miley Cyrus,Fweaky,spotify:track:63b7f3i8UhoutDYJYJ2OpR,0.508,0.449,-9.446,0.0378,0.164,0,0.172,0.399,103.381,38
Miley Cyrus & Her Dead Petz,9,0y47LQzhUT2NGZCqKHgZnS,Miley Cyrus,Bang Me Box,spotify:track:0y47LQzhUT2NGZCqKHgZnS,0.755,0.586,-4.512,0.0286,0.00109,6.88E-05,0.0972,0.373,107.189,38
Miley Cyrus & Her Dead Petz,10,0eqY7wsVxA1KvnFUPeCr4s,Miley Cyrus,Milky Milky Milk,spotify:track:0eqY7wsVxA1KvnFUPeCr4s,0.423,0.725,-6.906,0.0821,0.0218,0.00132,0.122,0.104,191.71,33
Miley Cyrus & Her Dead Petz,11,4TKLQK5O2SVYMsYCJoIMD4,Miley Cyrus,Slab of Butter (Scorpion) (feat. Sarah Barthel),spotify:track:4TKLQK5O2SVYMsYCJoIMD4,0.44,0.652,-6.448,0.0638,0.00991,0.00102,0.0891,0.667,134.429,33
Miley Cyrus & Her Dead Petz,12,1HQnSuonOEwozJ9NhkRYEr,Miley Cyrus,I'm So Drunk,spotify:track:1HQnSuonOEwozJ9NhkRYEr,0.766,0.581,-10.087,0.0584,0.00632,0.000472,0.298,0.655,131.987,31
Miley Cyrus & Her Dead Petz,13,1VUDNnNd2S0A8jBtPi03nY,Miley Cyrus,I Forgive Yiew,spotify:track:1VUDNnNd2S0A8jBtPi03nY,0.657,0.55,-7.934,0.114,0.0194,0,0.166,0.234,131.902,33
Miley Cyrus & Her Dead Petz,14,6PBraWJh0VQXFtlEVLFZUj,Miley Cyrus,I Get So Scared,spotify:track:6PBraWJh0VQXFtlEVLFZUj,0.557,0.645,-5.965,0.041,0.663,0.000136,0.137,0.14,149.534,38
Miley Cyrus & Her Dead Petz,15,3zW8xAPCG5se4Zo1Ndjilt,Miley Cyrus,Lighter,spotify:track:3zW8xAPCG5se4Zo1Ndjilt,0.667,0.451,-8.659,0.0565,0.269,2.83E-05,0.0928,0.202,89.995,38
Miley Cyrus & Her Dead Petz,16,6NhnZpaiFgnaPXOvYaNEFJ,Miley Cyrus,Tangerine (feat. Big Sean),spotify:track:6NhnZpaiFgnaPXOvYaNEFJ,0.622,0.386,-10.472,0.0284,0.256,3.15E-06,0.13,0.353,132.136,33
Miley Cyrus & Her Dead Petz,17,0YrsTLjPflDBxr4LAKLJyf,Miley Cyrus,Tiger Dreams (feat. Ariel Pink),spotify:track:0YrsTLjPflDBxr4LAKLJyf,0.526,0.473,-11.613,0.0331,0.432,0.815,0.109,0.243,135.03,34
Miley Cyrus & Her Dead Petz,18,3TanrPFtNzqB4jbOVMAI9v,Miley Cyrus,Evil is but a Shadow,spotify:track:3TanrPFtNzqB4jbOVMAI9v,0.626,0.56,-11.396,0.0344,0.128,0.532,0.189,0.552,149.967,32
Miley Cyrus & Her Dead Petz,19,1fF5bZsDX2vFsWAcohj440,Miley Cyrus,Cyrus Skies,spotify:track:1fF5bZsDX2vFsWAcohj440,0.491,0.31,-8.874,0.0253,0.159,0.0859,0.176,0.25,77.521,33
Miley Cyrus & Her Dead Petz,20,0vRBqL6C2KIhpuAEbXdHSF,Miley Cyrus,1 Sun,spotify:track:0vRBqL6C2KIhpuAEbXdHSF,0.481,0.827,-6.745,0.0411,0.000645,7.04E-06,0.641,0.398,102.974,34
Miley Cyrus & Her Dead Petz,21,78zL2RIYaIyV7wT65ntOrg,Miley Cyrus,Miley Tibetan Bowlzzz,spotify:track:78zL2RIYaIyV7wT65ntOrg,0.246,0.192,-11.104,0.0364,0.978,0.923,0.115,0.032,60.12,30
Miley Cyrus & Her Dead Petz,22,1x0LslkzIsV6TorreiDZLi,Miley Cyrus,Pablow The Blowfish,spotify:track:1x0LslkzIsV6TorreiDZLi,0.61,0.0863,-14.606,0.0594,0.773,0,0.0715,0.382,72.101,36
Miley Cyrus & Her Dead Petz,23,7cC1wC4UcN66T9ve8KXqwi,Miley Cyrus,Twinkle Song,spotify:track:7cC1wC4UcN66T9ve8KXqwi,0.51,0.0816,-9.683,0.0647,0.984,0,0.286,0.282,170.406,43
Bangerz (Deluxe Version),1,5AnCLGg35ziFOloEnXK4uu,Miley Cyrus,Adore You,spotify:track:5AnCLGg35ziFOloEnXK4uu,0.583,0.655,-5.407,0.0315,0.111,3.57E-06,0.113,0.201,119.759,70
Bangerz (Deluxe Version),2,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,We Can't Stop,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,-5.794,0.0334,0.00882,0,0.37,0.484,80.003,76
Bangerz (Deluxe Version),3,0mRWl4amZn1FtRx2cE5jf3,Miley Cyrus,SMS (Bangerz) (feat. Britney Spears),spotify:track:0mRWl4amZn1FtRx2cE5jf3,0.837,0.914,-4.247,0.0511,0.0188,0.000278,0.0969,0.887,139.029,51
Bangerz (Deluxe Version),4,7pu0a2lDSnwQS0ERqAtCnS,Miley Cyrus,4x4 (feat. Nelly),spotify:track:7pu0a2lDSnwQS0ERqAtCnS,0.922,0.797,-6.567,0.0558,0.0504,0,0.134,0.922,119.955,50
Bangerz (Deluxe Version),5,7hJ1fEr1nf2e4qsE4bfmcc,Miley Cyrus,My Darlin' (feat. Future),spotify:track:7hJ1fEr1nf2e4qsE4bfmcc,0.616,0.475,-6.714,0.0464,0.0276,0,0.2,0.224,142.879,49
Bangerz (Deluxe Version),6,2vwlzO0Qp8kfEtzTsCXfyE,Miley Cyrus,Wrecking Ball,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,-6.262,0.0342,0.407,0,0.107,0.349,119.964,75
Bangerz (Deluxe Version),7,1pzSeZfdQODtB9xmkH0Q91,Miley Cyrus,Love Money Party (feat. Big Sean),spotify:track:1pzSeZfdQODtB9xmkH0Q91,0.792,0.546,-7.549,0.0916,0.0784,0,0.341,0.794,129.093,48
Bangerz (Deluxe Version),8,1u6GCyU5atrzrAqwC55og1,Miley Cyrus,#GETITRIGHT,spotify:track:1u6GCyU5atrzrAqwC55og1,0.844,0.614,-6.19,0.0708,0.0581,6.99E-06,0.0769,0.714,116.034,50
Bangerz (Deluxe Version),9,6aVeSCobcOjIkMFARN9B7l,Miley Cyrus,Drive,spotify:track:6aVeSCobcOjIkMFARN9B7l,0.581,0.678,-6.624,0.063,0.0512,0,0.164,0.284,142.968,52
Bangerz (Deluxe Version),10,6dDIOU6AqgLkrjFNPgvKY6,Miley Cyrus,FU (feat. French Montana),spotify:track:6dDIOU6AqgLkrjFNPgvKY6,0.548,0.833,-3.294,0.0497,0.199,0,0.305,0.467,190.029,59
Bangerz (Deluxe Version),11,6n2GPvMJtFZ4ckoc9EWHMx,Miley Cyrus,Do My Thang,spotify:track:6n2GPvMJtFZ4ckoc9EWHMx,0.76,0.575,-4.06,0.0444,0.282,0.000383,0.0993,0.314,131.983,58
Bangerz (Deluxe Version),12,4nBHndk4Hru2sgGH30GCgu,Miley Cyrus,Maybe You're Right,spotify:track:4nBHndk4Hru2sgGH30GCgu,0.719,0.814,-5.099,0.0523,0.0235,0,0.0862,0.571,107.973,48
Bangerz (Deluxe Version),13,0vRFKF7dGdL5XxZMXzpCpF,Miley Cyrus,Someone Else,spotify:track:0vRFKF7dGdL5XxZMXzpCpF,0.668,0.761,-7.093,0.0912,0.03,0,0.365,0.34,133.985,54
Bangerz (Deluxe Version),14,1qfAWRJXPBq45Z52a8heKp,Miley Cyrus,Rooting for My Baby,spotify:track:1qfAWRJXPBq45Z52a8heKp,0.739,0.53,-7.355,0.0314,0.609,0,0.121,0.47,111.939,47
Bangerz (Deluxe Version),15,68zC6NEny9EG3OuE6npJcr,Miley Cyrus,On My Own,spotify:track:68zC6NEny9EG3OuE6npJcr,0.916,0.492,-6.789,0.0856,0.0297,2.48E-05,0.0641,0.803,121.981,47
Bangerz (Deluxe Version),16,2YlQCqBj6FJsrQmc8K2CGa,Miley Cyrus,Hands in the Air (feat. Ludacris),spotify:track:2YlQCqBj6FJsrQmc8K2CGa,0.562,0.758,-4.012,0.0524,0.0318,0,0.39,0.321,137.152,47
Can't Be Tamed,1,3icywpqJ6o39VY61BXcGQS,Miley Cyrus,Liberty Walk,spotify:track:3icywpqJ6o39VY61BXcGQS,0.573,0.886,-3.569,0.0403,0.000472,0,0.36,0.581,119.999,39
Can't Be Tamed,2,4buvG5Kmstm8UMjSgUrv2X,Miley Cyrus,Who Owns My Heart,spotify:track:4buvG5Kmstm8UMjSgUrv2X,0.571,0.805,-4.985,0.129,0.0106,0,0.0864,0.356,135.908,52
Can't Be Tamed,3,2r6DdaSbkbwoPzuK6NjLPn,Miley Cyrus,Can't Be Tamed,spotify:track:2r6DdaSbkbwoPzuK6NjLPn,0.63,0.91,-2.919,0.144,0.0287,0,0.196,0.743,116.98,62
Can't Be Tamed,4,2GFAmPwmQByPEeWcjiR8AE,Miley Cyrus,Every Rose Has Its Thorn,spotify:track:2GFAmPwmQByPEeWcjiR8AE,0.254,0.657,-4.995,0.0385,0.19,0,0.0952,0.352,151.045,51
Can't Be Tamed,5,1XSJ3mgsnkT9DnhbXl29uf,Miley Cyrus,Two More Lonely People,spotify:track:1XSJ3mgsnkT9DnhbXl29uf,0.689,0.808,-4.018,0.0615,0.00543,0,0.0631,0.57,128.015,41
Can't Be Tamed,6,2kky2FdWijLG4YtQdtaB8p,Miley Cyrus,Forgiveness And Love,spotify:track:2kky2FdWijLG4YtQdtaB8p,0.453,0.709,-4.064,0.029,0.137,0,0.308,0.159,99.245,37
Can't Be Tamed,7,4OjxWxKvCxl5FltPukiiX9,Miley Cyrus,Permanent December,spotify:track:4OjxWxKvCxl5FltPukiiX9,0.646,0.92,-3.366,0.0443,0.0508,1.13E-06,0.159,0.858,124.985,37
Can't Be Tamed,8,0Ohi2pjBS1yak2BSgJRaIs,Miley Cyrus,Stay,spotify:track:0Ohi2pjBS1yak2BSgJRaIs,0.583,0.698,-4.836,0.0363,0.255,0,0.118,0.34,129.985,56
Can't Be Tamed,9,2VBbNPioFgkakgcp1jvmN7,Miley Cyrus,Scars,spotify:track:2VBbNPioFgkakgcp1jvmN7,0.525,0.847,-3.269,0.0624,0.00272,0,0.0778,0.345,129.873,37
Can't Be Tamed,10,5mLStGzHrQmlRrjiOLolrk,Miley Cyrus,Take Me Along,spotify:track:5mLStGzHrQmlRrjiOLolrk,0.452,0.792,-3.922,0.0374,0.00191,0,0.152,0.181,120.002,36
Can't Be Tamed,11,5xJr9Tps06QYUzI6Psw0Xs,Miley Cyrus,Robot,spotify:track:5xJr9Tps06QYUzI6Psw0Xs,0.524,0.824,-2.984,0.0501,0.00171,0.00011,0.148,0.392,131.967,37
Can't Be Tamed,12,6Mwmi127jAOdCK4X3xFPCX,Miley Cyrus,My Heart Beats For Love,spotify:track:6Mwmi127jAOdCK4X3xFPCX,0.49,0.855,-3.628,0.0392,0.00496,0.000518,0.307,0.243,95.991,38
The Time Of Our Lives (International Version),1,0A1v3EIFD2w0nzFJmtsDbL,Miley Cyrus,Kicking And Screaming,spotify:track:0A1v3EIFD2w0nzFJmtsDbL,0.651,0.87,-3.565,0.078,0.00643,0.00485,0.186,0.507,136.067,36
The Time Of Our Lives (International Version),2,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,Party In The U.S.A.,spotify:track:3E7dfMvvCLUddWissuqMwr,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,78
The Time Of Our Lives (International Version),3,6ZfXA2xakAvphXOSOJ3u1W,Miley Cyrus,When I Look At You,spotify:track:6ZfXA2xakAvphXOSOJ3u1W,0.459,0.545,-4.874,0.0282,0.142,0,0.105,0.194,137.941,68
